,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_ATG,SG_APP,SG_OTT,SG_TTG,SG_T,PAR3,PAR4,PAR5,POINTS,TOP 10,1ST,Year
58,Chad Campbell,94,70.629,285.1,69.01,69.06,-.106,.042,.606,.102,.750,.645,2.98,4.02,4.77,598,2,,2010
59,Jeev Milkha Singh,59,70.631,287.3,60.94,65.28,-.045,.396,-.139,-.092,.165,.118,3.05,4.00,4.75,253,1,,2010
60,Stephen Ames,75,70.639,282.0,66.47,67.79,.375,.120,.054,.011,.186,.553,3.04,4.01,4.74,866,1,,2010
61,Briny Baird,87,70.639,282.0,65.45,69.41,-.026,.054,.334,-.200,.188,.169,3.02,4.03,4.64,458,1,,2010
62,Graham DeLaet,88,70.645,305.7,64.74,71.27,-.360,-.038,.111,.678,.752,.396,3.08,3.99,4.65,393,3,,2010
63,D.J. Trahan,92,70.661,301.1,61.40,71.26,-.467,-.179,.450,.692,.963,.494,3.11,4.01,4.59,"1,195",7,,2010
64,Heath Slocum,97,70.673,278.9,72.42,69.59,-.259,.134,.546,.156,.837,.580,3.00,4.01,4.72,"1,222",5,1,2010
65,Webb Simpson,98,70.683,285.4,60.47,66.16,.370,.153,-.046,-.308,-.200,.169,3.05,4.02,4.62,628,2,,2010
66,Kevin Streelman,90,70.727,290.3,65.64,66.67,.044,-.155,-.236,.478,.086,.130,3.05,4.02,4.67,583,5,,2010
67,John Rollins,81,70.728,295.5,64.58,68.18,-.216,.224,-.074,.560,.710,.497,3.10,4.00,4.66,736,2,,2010
68,Greg Chalmers,93,70.732,275.5,59.80,66.01,.772,.070,.060,-.555,-.424,.354,3.02,4.01,4.69,"1,113",2,,2010
69,Ryuji Imada,90,70.753,278.7,63.11,64.51,.551,.240,-.207,-.298,-.265,.286,2.99,4.04,4.68,720,4,,2010
70,Brian Gay,101,70.756,266.4,74.00,63.44,.730,.228,.159,-.597,-.211,.518,3.04,4.01,4.72,"1,142",2,,2010
71,Tom Pernice Jr.,74,70.757,280.0,66.95,69.78,-.165,.271,.225,-.212,.284,.121,3.03,4.02,4.66,331,1,,2010
72,Geoff Ogilvy,62,70.764,287.0,57.94,67.69,.370,.041,.488,-.165,.364,.735,3.08,4.02,4.67,753,2,1,2010
73,Marc Leishman,87,70.769,295.0,58.37,66.67,-.146,.072,.417,.074,.563,.418,3.02,4.06,4.67,"1,268",2,,2010
74,J.J. Henry,92,70.772,292.8,65.07,68.72,.217,-.052,-.190,.383,.141,.360,3.11,4.02,4.62,603,2,,2010
75,Vaughn Taylor,87,70.794,284.4,68.26,68.33,-.056,.039,.333,.074,.446,.387,3.05,4.04,4.62,"1,495",6,,2010
76,Ryan Palmer,84,70.824,295.8,57.23,65.48,.433,-.324,.010,.175,-.139,.294,3.08,4.00,4.72,595,5,1,2010
77,Jarrod Lyle,54,70.835,296.2,63.40,65.34,.049,.157,-.441,.266,-.018,.027,3.10,4.03,4.66,227,2,,2010
78,Scott Verplank,74,70.838,278.6,68.16,63.85,.034,-.013,.456,-.120,.323,.360,3.07,4.04,4.73,813,3,,2010
79,Kenny Perry,69,70.841,290.6,67.99,69.04,-.244,-.111,.151,.605,.645,.401,3.07,4.02,4.74,565,1,,2010
80,Brett Wetterich,54,70.847,307.3,57.82,68.11,-.126,-.291,.106,.415,.230,.107,3.06,4.02,4.65,248,1,,2010
81,Jeff Quinney,91,70.851,273.3,70.34,65.45,.388,-.232,.207,-.402,-.427,-.039,3.03,4.01,4.74,378,2,,2010
82,Boo Weekley,88,70.851,291.9,67.14,70.07,-.376,-.162,.058,.662,.558,.183,3.05,4.02,4.70,526,3,,2010
83,Jason Bohn,84,70.856,279.8,66.89,67.79,.130,-.103,.324,.082,.303,.430,3.02,4.04,4.69,"1,079",2,1,2010
84,Aron Price,70,70.856,284.6,67.23,70.49,.017,.051,.291,-.100,.241,.259,2.96,4.04,4.65,358,3,,2010
85,Ben Curtis,78,70.871,275.5,70.07,68.02,.229,.110,.054,-.159,.004,.234,3.07,4.04,4.73,416,1,,2010
86,Steve Marino,81,70.875,290.6,61.96,67.49,.261,.053,-.016,.270,.307,.567,3.08,4.02,4.73,778,3,,2010
87,Alex Prugh,88,70.878,295.7,58.40,68.60,.202,-.197,-.304,.390,-.112,.092,3.05,4.03,4.66,526,4,,2010
88,Davis Love III,79,70.888,297.7,64.20,70.25,-.510,.019,.364,.297,.680,.173,3.04,4.07,4.60,708,3,,2010
89,Michael Sim,64,70.896,283.3,63.35,65.34,.518,.306,-.237,-.351,-.283,.235,2.97,4.02,4.76,"1,244",3,,2010
90,Michael Connell,89,70.900,281.3,63.40,66.94,.337,.007,.081,-.284,-.195,.142,3.08,4.01,4.70,314,2,,2010
91,Charles Warren,64,70.917,302.5,65.93,71.74,-.411,-.387,.327,.581,.521,.109,3.05,4.02,4.69,116,3,,2010
92,Will MacKenzie,72,70.918,290.8,66.33,68.52,-.448,.103,.177,.363,.644,.202,3.10,4.03,4.66,267,1,,2010
93,Ãngel Cabrera,64,70.919,304.5,54.49,65.78,-.148,-.170,-.027,.598,.400,.249,3.12,4.04,4.67,"1,082",2,,2010
94,Scott McCarron,90,70.940,288.6,67.36,65.80,.507,.079,-.529,.093,-.357,.155,3.07,4.01,4.69,354,1,,2010
95,Chris Couch,66,70.948,292.4,65.87,66.50,.302,-.199,-.242,.444,.002,.307,3.07,3.99,4.67,709,2,,2010
96,Lucas Glover,75,70.949,295.7,62.84,67.42,-.115,-.006,.138,.285,.416,.297,3.11,4.05,4.63,770,3,,2010
97,Michael Letzig,84,70.951,289.7,63.47,67.92,-.071,.118,-.121,.115,.112,.029,3.00,4.05,4.65,415,1,,2010
98,Jimmy Walker,82,70.953,292.9,51.29,65.88,.252,.047,.336,-.538,-.155,.093,3.06,4.02,4.75,642,2,,2010
99,Stuart Appleby,101,70.954,289.0,59.75,61.84,-.056,.348,.077,-.236,.189,.130,3.08,4.07,4.71,"1,157",3,1,2010
100,James Driscoll,78,70.954,293.9,56.96,66.81,.315,.019,-.260,-.014,-.255,.056,3.09,4.04,4.63,340,1,,2010
101,Jerry Kelly,99,70.954,279.0,70.50,67.49,-.444,.361,.246,.051,.658,.209,3.03,4.05,4.67,493,1,,2010
102,D.A. Points,90,70.958,283.0,64.52,67.90,-.100,.066,.191,.045,.302,.199,3.06,4.04,4.69,654,3,,2010
103,Chris Stroud,90,70.966,287.2,62.98,69.31,.062,.081,.077,.010,.169,.229,3.13,4.01,4.66,369,4,,2010
104,J.P. Hayes,79,70.981,281.0,64.91,66.00,.027,.304,-.400,.039,-.057,-.035,3.02,4.03,4.67,652,3,,2010
105,Chris DiMarco,88,70.983,279.0,70.13,67.39,-.058,.163,.196,-.244,.115,.052,3.00,4.01,4.74,286,1,,2010
106,Matt Every,60,70.986,290.9,62.06,64.75,.240,-.185,-.292,.166,-.310,-.073,3.15,4.01,4.67,322,1,,2010
107,Andres Romero,73,70.986,296.0,55.05,65.07,.254,-.184,-.101,.167,-.118,.136,3.06,4.02,4.74,853,2,,2010
108,Tim Petrovic,105,70.992,278.7,67.37,66.35,-.006,.195,.031,.029,.255,.249,3.07,4.02,4.71,937,2,,2010
109,Aaron Baddeley,94,70.995,298.9,56.65,64.60,.509,.391,-.797,.112,-.294,.208,3.08,4.01,4.69,559,2,,2010
110,Jason Dufner,87,71.018,281.9,69.24,66.67,-.600,-.006,.176,.435,.606,.006,3.07,4.06,4.69,"1,000",2,,2010
111,Y.E. Yang,72,71.033,288.6,64.31,65.95,.188,-.083,-.252,.316,-.019,.166,3.13,4.03,4.71,923,2,,2010
112,Sergio Garcia,58,71.076,292.7,63.75,66.13,-.360,-.046,.199,.272,.424,.068,3.17,4.06,4.66,461,1,,2010
113,Blake Adams,84,71.077,291.3,66.84,66.73,.196,.002,-.726,.292,-.432,-.233,3.08,4.03,4.73,556,2,,2010
114,Brett Quigley,96,71.082,283.2,60.26,70.12,.078,-.016,.425,-.422,-.014,.065,3.05,4.04,4.66,336,1,,2010
115,Bob Estes,79,71.086,283.9,61.41,67.79,.014,.123,.143,-.330,-.064,-.048,3.09,4.02,4.73,432,2,,2010
116,Mark Wilson,87,71.098,280.6,68.85,70.28,.139,.354,-.292,-.196,-.134,.009,3.01,4.04,4.71,343,2,,2010
117,John Merrick,109,71.102,291.4,66.71,70.24,-.126,-.084,.010,.217,.144,.019,3.06,4.05,4.62,459,1,,2010
118,Johnson Wagner,85,71.113,282.4,62.59,68.24,.065,-.128,.323,-.356,-.160,-.095,3.07,4.04,4.73,197,2,,2010
119,Josh Teater,101,71.116,293.1,63.69,68.80,-.314,-.080,-.142,.428,.206,-.109,3.04,4.05,4.70,754,2,,2010
120,Woody Austin,93,71.121,281.1,66.48,67.92,-.063,.056,.048,-.010,.094,.034,3.03,4.06,4.64,394,3,,2010
121,Kevin Stadler,86,71.149,290.2,62.96,67.95,-.275,-.301,.120,.237,.055,-.221,3.07,4.04,4.62,394,5,,2010
122,Richard Johnson,90,71.156,277.3,70.92,68.50,.188,-.104,.006,-.388,-.486,-.293,3.07,4.03,4.69,323,2,,2010
123,Martin Laird,91,71.158,296.5,60.27,67.83,-.304,-.049,.143,.354,.448,.145,3.09,4.04,4.63,"1,005",4,,2010
124,Garrett Willis,82,71.159,280.2,70.44,69.87,-.137,-.022,.261,-.155,.085,-.053,3.03,4.04,4.71,517,1,,2010
125,Trevor Immelman,55,71.162,286.4,64.07,66.06,.074,.095,.005,-.501,-.401,-.324,3.13,4.06,4.71,266,,,2010
126,Tim Herron,79,71.171,291.7,53.49,66.51,.171,.044,-.211,-.233,-.400,-.227,3.06,4.05,4.69,234,,,2010
127,Lee Janzen,77,71.194,287.7,59.91,67.68,-.302,.086,.192,-.177,.101,-.199,3.03,4.05,4.71,280,1,,2010
128,Scott Piercy,88,71.196,296.8,56.03,67.74,.215,-.142,-.065,-.013,-.220,-.004,3.04,4.04,4.67,380,2,,2010
129,George McNeill,79,71.207,293.4,54.34,66.03,.319,.018,.175,-.488,-.296,.028,3.05,4.05,4.71,338,1,,2010
130,Ian Poulter,55,71.211,286.8,62.72,62.47,.213,.221,-.655,-.109,-.542,-.335,3.08,4.07,4.76,"1,396",2,1,2010
131,Alex Cejka,81,71.219,277.4,70.31,66.60,-.466,.077,.464,-.146,.396,-.073,3.08,4.06,4.76,489,4,,2010
132,Chris Tidland,77,71.255,288.1,63.08,66.36,.231,-.015,-.508,.285,-.239,-.004,2.99,4.07,4.69,271,2,,2010
133,Robert Garrigus,71,71.264,315.5,55.73,67.61,-.164,-.845,.025,.730,-.090,-.269,3.07,4.04,4.71,469,3,1,2010
134,John Mallinger,78,71.270,280.4,69.34,67.11,.051,.226,-.323,-.131,-.228,-.175,3.01,4.08,4.69,342,1,,2010
135,James Nitties,92,71.277,286.2,65.69,66.47,.133,-.258,.058,-.188,-.388,-.262,3.07,4.05,4.64,338,1,,2010
136,Jay Williamson,76,71.290,285.1,69.87,68.95,-.174,-.219,.028,.125,-.066,-.221,3.04,4.02,4.74,280,1,,2010
137,Joe Ogilvie,99,71.296,285.9,59.32,66.07,.096,-.142,-.190,-.005,-.338,-.249,3.11,4.05,4.65,454,1,,2010
138,Troy Matteson,84,71.310,296.3,60.36,71.43,-.445,-.269,.042,.515,.287,-.157,3.06,4.03,4.70,575,2,,2010
139,Rocco Mediate,71,71.341,278.1,68.27,69.32,-.543,-.107,.568,-.082,.378,-.164,3.07,4.06,4.74,150,1,1,2010
140,Rory Sabbatini,79,71.366,289.1,60.28,66.74,-.202,.276,-.218,.300,.358,.160,3.11,4.04,4.68,"1,197",3,,2010
141,Kris Blanks,91,71.371,286.4,66.87,71.15,-.568,-.210,.417,.201,.408,-.161,3.05,4.05,4.71,794,3,,2010
142,Brian Davis,101,71.376,278.9,68.35,63.09,-.249,-.015,.089,-.007,.067,-.181,3.04,4.06,4.73,"1,149",2,,2010
143,Cameron Beckman,68,71.395,285.7,63.72,66.15,-.297,-.004,-.020,-.228,-.253,-.545,3.07,4.05,4.77,427,3,1,2010
144,Cliff Kresge,50,71.417,283.2,68.59,66.67,-.573,-.136,.410,-.191,.083,-.488,3.09,4.03,4.77,91,,,2010
145,Nathan Green,86,71.421,279.5,61.00,63.18,.339,.167,-.192,-.566,-.592,-.254,3.03,4.07,4.80,414,1,,2010
146,Billy Mayfair,78,71.426,284.0,70.29,69.68,-1.008,.067,.424,.053,.543,-.467,3.12,4.02,4.74,314,2,,2010
147,Jeff Maggert,76,71.445,279.1,67.55,66.75,-.357,-.447,-.060,.123,-.384,-.741,3.04,4.07,4.74,463,2,,2010
148,Troy Merritt,86,71.486,288.2,59.37,65.48,.512,-.326,-.450,-.177,-.954,-.437,3.03,4.08,4.68,331,1,,2010
149,Michael Bradley,77,71.498,281.5,60.37,68.65,-.084,.147,.219,-.676,-.310,-.392,3.01,4.03,4.73,306,,,2010
150,Rod Pampling,77,71.501,283.5,65.45,64.94,-.247,.220,-.356,.068,-.067,-.314,3.07,4.07,4.67,275,,,2010
151,Steve Wheatcroft,74,71.530,287.1,64.12,63.47,.211,-.185,-.650,.002,-.833,-.626,3.09,4.08,4.76,213,1,,2010
152,Paul Goydos,78,71.532,273.6,70.58,65.95,-.158,-.162,.244,-.257,-.175,-.331,3.14,4.03,4.75,602,3,,2010
153,Mike Weir,59,71.571,273.9,53.83,57.89,-.018,.559,.466,-1.246,-.221,-.241,3.10,4.09,4.75,360,1,,2010
154,Matt Bettencourt,91,71.575,294.0,57.16,60.17,.368,-.111,-.831,.089,-.853,-.487,3.15,4.08,4.61,472,1,1,2010
155,Omar Uresti,74,71.579,272.0,76.08,68.22,-.757,.202,.042,-.001,.243,-.512,3.12,4.03,4.76,192,1,,2010
156,Brian Stuard,81,71.595,286.9,63.09,65.04,.289,-.058,-.770,-.204,-1.033,-.746,3.08,4.05,4.78,226,1,,2010
157,Cameron Tringale,55,71.598,294.5,58.71,70.18,-.711,.167,-.055,.131,.243,-.465,3.07,4.07,4.65,107,,,2010
158,Mathias GrÃ¶nberg,61,71.614,293.7,64.28,66.77,-.184,-.085,-.236,.222,-.099,-.286,3.10,4.05,4.80,198,1,,2010
159,Cameron Percy,73,71.622,294.0,58.93,70.42,-.491,-.206,.589,-.128,.255,-.236,3.08,4.04,4.70,206,1,,2010
160,Skip Kendall,58,71.640,279.5,69.63,62.56,.333,-.031,-.651,-.486,-1.168,-.832,3.11,4.04,4.74,159,1,,2010
161,Derek Lamely,81,71.666,294.0,54.84,61.93,.020,-.081,-.332,-.199,-.611,-.592,3.02,4.10,4.72,487,1,1,2010
162,Mathew Goggin,85,71.672,289.3,65.24,69.74,-.377,-.209,-.177,.264,-.122,-.501,3.10,4.07,4.69,267,1,,2010
163,David Duval,71,71.688,286.9,57.08,66.10,.120,-.245,.202,-.354,-.397,-.278,2.97,4.10,4.83,431,2,,2010
164,Bill Lunde,79,71.688,288.9,60.71,65.85,-.012,.068,-.263,-.265,-.461,-.466,3.03,4.08,4.74,449,3,1,2010
165,John Daly,63,71.697,305.7,52.21,65.66,-.653,-.298,-.374,.336,-.335,-.989,3.08,4.07,4.70,97,,,2010
166,Henrik Bjornstad,72,71.722,288.1,64.74,69.11,-.211,-.490,.096,-.022,-.416,-.626,3.10,4.06,4.70,188,,,2010
167,Rich Barcelo,70,71.751,287.6,52.80,61.72,.144,.130,.228,-1.027,-.668,-.520,3.07,4.09,4.79,187,,,2010
168,Greg Owen,69,71.770,291.4,61.46,69.00,-.641,-.205,-.103,.200,-.108,-.745,3.10,4.06,4.77,184,,,2010
169,Nicholas Thompson,88,71.815,289.2,64.04,67.86,-.885,-.331,.081,.261,.011,-.875,3.14,4.05,4.72,284,1,,2010
170,Roland Thatcher,72,71.820,288.0,60.04,65.90,-.384,-.253,-.095,-.061,-.408,-.788,3.12,4.09,4.70,142,2,,2010
171,Ted Purdy,86,71.824,290.8,60.61,63.96,-.114,-.256,-.405,-.124,-.784,-.892,3.09,4.10,4.71,244,,,2010
